"A02AB05","Aluminiumacetoacetat","undefined"
"A02AB06","Aloglutamol","undefined"
"A02AB07","Aluminiumglycinat","undefined"
"A02AB10","Kombinationen","undefined"
"A02AC","Calcium-haltige Verbindungen","undefined"
"A02AC01","Calciumcarbonat","undefined"
"A02AC02","Calciumsilikat","6 g O"
"A02AC10","Kombinationen","undefined"
"A02AD","Kombinationen und Komplexe von Aluminium-, Calcium- und Magnesium-haltigen Verbindungen","undefined"
"A02AD01","Einfache Salzkombinationen","undefined"
"A02AD02","Magaldrat","3,2 g O"
"A02AD03","Almagat","undefined"
"A02AD04","Hydrotalcit","3,5 g O"
"A02AD05","Almasilat","4 g O"
"A02AD06","Simaldrat","5 g O"
"A02AD10","Aluminiumoxid in Kombination mit Magnesiumhydroxid","undefined"
"A02AF","Antacida mit Karminativa","undefined"
"A02AF01","Magaldrat und Karminativa","undefined"
"A02AF02","Einfache Salzkombinationen und Karminativa","undefined"
"A02AF03","Dihydroxyaluminiumnatriumcarbonat und Karminativa","undefined"
"A02AF04","Simaldrat und Karminativa","undefined"
"A02AF05","Aluminiumhydroxid und Karminativa","undefined"
"A02AG","Antacida mit Spasmolytika","undefined"
"A02AG01","Antacida, Kombinationen mit Butinolin","undefined"
"A02AG02","Antacida, Kombinationen mit Atropin","undefined"
"A02AG20","Antacida, Kombinationen mit mehreren Spasmolytika","undefined"
"A02AH","Antacida mit Natriumbicarbonat","undefined"
"A02AH01","Natriumhydrogencarbonat","undefined"
"A02AH20","Kombinationen","undefined"
"A02AX","Antacida, andere Kombinationen","undefined"
"A02AX01","Antacida, Kombinationen mit Bismutsalzen","undefined"
"A02AX02","Antacida, Kombinationen mit Lokalanästhetika","undefined"
"A02AX04","Antacida, Kombinationen mit Schwefel","undefined"
"A02AX50","Antacida, andere Kombinationen","undefined"
"A02B","Mittel bei peptischem Ulkus und gastroesophagealer Refluxkrankheit","undefined"
"A02BA","Histamin-H2-Rezeptorantagonisten","undefined"
"A02BA01","Cimetidin","0,8 g O,P"
"A02BA02","Ranitidin","0,3 g O,P"
"A02BA03","Famotidin","40 mg O,P"
"A02BA04","Nizatidin","0,3 g O,P"
"A02BA05","Niperotidin","undefined"
"A02BA06","Roxatidin","0,15 g O"
"A02BA07","Ranitidinbismutcitrat","0,8 g O"
"A02BA08","Lafutidin","20 mg O"
"A02BA51","Cimetidin, Kombinationen","undefined"
"A02BA53","Famotidin, Kombinationen","undefined"
"A02BB","Prostaglandine","undefined"
"A02BB01","Misoprostol","0,8 mg O"
"A02BB02","Enprostil","70 mcg O"
"A02BC","Protonenpumpenhemmer","undefined"
"A02BC01","Omeprazol","20 mg O,P"
"A02BC02","Pantoprazol","20 mg O,P"
"A02BC03","Lansoprazol","15 mg O"
"A02BC04","Rabeprazol","10 mg O,P"
"A02BC05","Esomeprazol","20 mg O,P"
"A02BC06","Dexlansoprazol","30 mg O"
"A02BD","Kombinationen zur Eradikation von Helicobacter pylori","undefined"
"A02BD01","Omeprazol, Amoxicillin und Metronidazol","undefined"
"A02BD02","Lansoprazol, Tetracyclin und Metronidazol","undefined"
"A02BD03","Lansoprazol, Amoxicillin und Metronidazol","undefined"
"A02BD04","Pantoprazol, Amoxicillin und Clarithromycin","Kombinationspackung: 6 DE O"
"A02BD05","Omeprazol, Amoxicillin und Clarithromycin","Kombinationspackung: 6 DE O"
"A02BD06","Esomeprazol, Amoxicillin und Clarithromycin","undefined"
"A02BD07","Lansoprazol, Amoxicillin und Clarithromycin","undefined"
"A02BD08","Bismutsubcitrat, Tetracyclin und Metronidazol","12 Applikationsformen O"
"A02BX","Andere Mittel bei peptischem Ulkus und gastrooesophagealer Refluxkrankheit","undefined"
"A02BX01","Carbenoxolon","0,15 g O"
"A02BX02","Sucralfat","4 g O"
"A02BX03","Pirenzepin","0,1 g O; 20 mg P"
"A02BX04","Methiosulfoniumchlorid","undefined"
"A02BX05","Bismutsubcitrat","0,48 g O"
"A02BX06","Proglumid","1,2 g O"
"A02BX07","Gefarnat","undefined"
"A02BX08","Sulglicotid","undefined"
"A02BX09","Acetoxolon","undefined"
"A02BX10","Zolimidin","undefined"
"A02BX11","Troxipid","undefined"
"A02BX12","Bismutsubnitrat","undefined"
"A02BX13","Alginsäure","undefined"
"A02BX15","Silbereiweiß-Acetyltannat","undefined"
"A02BX17","Bismut(III)-citrat-hydroxid-Komplex","undefined"
"A02BX18","Dibismut-tris(tetraoxodialuminat)","undefined"
"A02BX22","Bismutsubsalicylat","undefined"
"A02BX50","Andere Ulkustherapeutika, Kombinationen exkl. Psycholeptika","undefined"
"A02BX51","Carbenoxolon, Kombinationen exkl. Psycholeptika","undefined"
"A02BX62","Bismutsubnitrat, Kombinationen exkl. Psycholeptika","undefined"
"A02BX63","Alginsäure, Kombinationen","Standarddosis: 10 Tabletten oder 50 ml Mixtur"
"A02BX70","Andere Ulkustherapeutika, Kombinationen mit Psycholeptika","undefined"
"A02BX71","Carbenoxolon, Kombinationen mit Psycholeptika","undefined"
"A02BX77","Gefarnat, Kombinationen mit Psycholeptika","undefined"
"A02X","Andere Mittel bei Säure bedingten Erkrankungen","undefined"
"A02XA","Andere Mittel bei Säure bedingten Erkrankungen","undefined"
"A02XA01","Kälberblutextrakt","undefined"
"A02XA03","Guajazulen","undefined"
"A02XA52","Benzocain, Kombinationen","undefined"
"A02XA53","Guajazulen, Kombinationen","undefined"
"A02XH","Andere homöopathische und anthroposophische Mittel bei Säure bedingten Erkrankungen","undefined"
"A02XH01","Nux vomica","undefined"
"A02XH20","Kombinationen","undefined"
"A02XH50","Kombinationen mit anderen Mitteln","undefined"
"A02XP","Andere pflanzliche Mittel bei Säure bedingten Erkrankungen","undefined"
"A02XP30","Kombinationen","undefined"
"A03","Mittel bei funktionellen gastrointestinalen Störungen","undefined"
"A03A","Mittel bei funktionellen gastrointestinalen Störungen","undefined"
"A03AA","Synthetische Anticholinergika, Ester mit tertiären Aminogruppen","undefined"
"A03AA01","Oxyphencyclimin","20 mg O"
"A03AA03","Camylofin","0,2 g O,R"
"A03AA04","Mebeverin","0,4 g O"
"A03AA05","Trimebutin","0,6 g O"
"A03AA06","Rociverin","undefined"
"A03AA07","Dicycloverin","80 mg O,P"
"A03AA08","Dihexyverin","undefined"
"A03AA09","Difemerin","undefined"
"A03AA30","Piperidolat","undefined"
"A03AA31","Phenamazid","undefined"
"A03AB","Synthetische Anticholinergika, quartäre Ammonium-Verbindungen","undefined"
"A03AB01","Benzilon","70 mg O"
"A03AB02","Glycopyrronium","3 mg O,P,R"
"A03AB03","Oxyphenonium","25 mg O"
"A03AB04","Penthienat","15 mg O"
"A03AB05","Propanthelin","60 mg O,P"
"A03AB06","Otiloniumbromid","undefined"
"A03AB07","Methanthelinium","0,15 g O"
"A03AB08","Tridihexethyl","0,125 g O"
"A03AB09","Isopropamid","10 mg O"
"A03AB10","Hexocyclium","0,15 g O"
"A03AB11","Poldin","12 mg O"
"A03AB12","Mepenzolat","0,1 g O"
"A03AB13","Bevonium","0,2 g O"
"A03AB14","Pipenzolat","20 mg O"
"A03AB15","Diphemanil","undefined"
"A03AB16","(2-Benzhydryloxyethyl)diethylmethylammoniumiodid","0,3 g O"
"A03AB17","Tiemoniumiodid","undefined"
"A03AB18","Prifiniumbromid","undefined"
"A03AB19","Timepidiumbromid","undefined"
"A03AB20","Trospium","undefined"
"A03AB21","Fenpiverinium","undefined"
"A03AB53","Oxyphenonium, Kombinationen","undefined"
"A03AC","Synthetische Spasmolytika, Amide mit tertiären Aminen","undefined"
"A03AC02","Dimethylaminopropionylphenothiazin","undefined"
"A03AC04","Nicofetamid","undefined"
"A03AC05","Tiropramid","undefined"
"A03AD","Papaverin und Derivate","undefined"
"A03AD01","Papaverin","0,1 g O,P"
"A03AD02","Drotaverin","0,1 g O,P"
"A03AD30","Moxaverin","50 mg O"
"A03AE","Serotonin-Rezeptor-Antagonisten","undefined"
"A03AE01","Alosetron","1 mg O"
"A03AE03","Cilansetron","undefined"
"A03AH","Andere homöopathische und anthroposophische Mittel bei funktionellen gastrointestinalen Störungen","undefined"
"A03AH01","Carum Carvi","undefined"
"A03AH10","Verschiedene","undefined"
"A03AH20","Kombinationen","undefined"
"A03AP","Andere pflanzliche Mittel bei funktionellen gastrointestinalen Störungen","undefined"
"A03AP01","Pfefferminzblätter","undefined"
"A03AP02","Kamillenblüten","undefined"
"A03AP03","Fenchelfrüchte","undefined"
"A03AP04","Melissenblätter","undefined"
"A03AP11","Sonstige","undefined"
"A03AP30","Kombinationen","undefined"
"A03AX","Andere Mittel bei funktionellen gastrointestinalen Störungen","undefined"
"A03AX01","Fenpipran","undefined"
"A03AX02","Diisopromin","undefined"
"A03AX03","Chlorbenzoxamin","0,15 g O"
"A03AX04","Pinaverium","0,15 g O"
"A03AX05","Fenoverin","undefined"
"A03AX06","Idanpramin","undefined"
"A03AX07","Proxazol","undefined"
"A03AX08","Alverin","undefined"
"A03AX09","Trepibuton","undefined"
"A03AX10","Isomethepten","undefined"
"A03AX11","Caroverin","undefined"
"A03AX12","Phloroglucinol","undefined"
"A03AX13","Silikone","0,5 g O"
"A03AX15","Cholinsalze","undefined"
"A03AX20","Kombinationen","undefined"
"A03AX30","Trimethyldiphenylpropylamin","50 mg O,P"
"A03AX31","Pramiverin","undefined"
"A03AX32","Denaverin","undefined"
"A03AX33","Dipiproverin","undefined"
"A03AX50","Andere Mittel bei funktionellen gastrointestinalen Störungen, Kombinationen","undefined"
"A03AX58","Alverin, Kombinationen","undefined"
"A03AX63","Silikone, Kombinationen","undefined"
"A03B","Belladonna und Derivate, rein","undefined"
"A03BA","Belladonna-Alkaloide, tertiäre Amine","undefined"
"A03BA01","Atropin","1,5 mg O,P"
"A03BA03","Hyoscyamin","1,2 mg O"
"A03BA04","Belladonna-Gesamtalkaloide","1 mg O"
"A03BA20","Kombinationen","undefined"
"A03BB","Belladonna-Alkaloide, halbsynthetisch, quartäre Ammonium-Verbindungen","undefined"
"A03BB01","Butylscopolamin","60 mg O,P,R"
"A03BB02","Methylatropin","3 mg O"
"A03BB03","Methylscopolamin","12 mg O,P"
"A03BB04","Fentonium","60 mg O"
"A03BB05","Cimetropiumbromid","undefined"
"A03C","Spasmolytika in Kombination mit Psycholeptika","undefined"
"A03CA","Synthetische Anticholinergika in Kombination mit Psycholeptika","undefined"
"A03CA01","Isopropamid und Psycholeptika","undefined"
"A03CA02","Clidinium und Psycholeptika","undefined"
"A03CA03","Oxyphencyclimin und Psycholeptika","undefined"
"A03CA04","Otiloniumbromid und Psycholeptika","undefined"
"A03CA05","Glycopyrronium und Psycholeptika","undefined"
"A03CA06","Bevonium und Psycholeptika","undefined"
"A03CA07","Ambutonium und Psycholeptika","undefined"
"A03CA08","Diphemanil und Psycholeptika","undefined"
"A03CA09","Pipenzolat und Psycholeptika","undefined"
"A03CA30","Emepronium und Psycholeptika","undefined"
"A03CA34","Propanthelin und Psycholeptika","undefined"
"A03CA39","Moxaverin und Psycholeptika","undefined"
"A03CA42","Tridihexethyl und Psycholeptika","undefined"
"A03CA43","Benactyzin und Psycholeptika","undefined"
"A03CB","Belladonna und Derivate in Kombination mit Psycholeptika","undefined"
"A03CB01","Methylscopolamin und Psycholeptika","undefined"
"A03CB02","Belladonna-Gesamtalkaloide und Psycholeptika","undefined"
"A03CB03","Atropin und Psycholeptika","undefined"
"A03CB04","Methylhomatropin und Psycholeptika","undefined"
"A03CB31","Hyoscyamin und Psycholeptika","undefined"
"A03CB37","Xenytropiumbromid und Psycholeptika","undefined"
"A03CB38","Butylscopolamin und Psycholeptika","undefined"
"A03CC","Andere Spasmolytika in Kombination mit Psycholeptika","undefined"
"A03D","Spasmolytika in Kombination mit Analgetika","undefined"
"A03DA","Synthetische Anticholinergika in Kombination mit Analgetika","undefined"
"A03DA01","Tropenzilon und Analgetika","undefined"
"A03DA02","Pitofenon und Analgetika","undefined"
"A03DA03","Bevonium und Analgetika","undefined"
"A03DA04","Ciclonium und Analgetika","undefined"
"A03DA05","Camylofin und Analgetika","undefined"
"A03DA06","Trospium und Analgetika","undefined"
"A03DA07","Tiemoniumiodid und Analgetika","undefined"
"A03DA08","Barverin und Analgetika","undefined"
"A03DA09","Ambucetamid und Analgetika","undefined"
"A03DA12","Drofenin und Analgetika","undefined"
"A03DB","Belladonna und Derivate in Kombination mit Analgetika","undefined"
"A03DB04","Butylscopolamin und Analgetika","undefined"
"A03DC","Andere Spasmolytika in Kombination mit Analgetika","undefined"
"A03DC02","Tropinbenzilat und Analgetika","undefined"
"A03DC04","Pramiverin und Analgetika","undefined"
"A03DC05","Ethaverin und Analgetika","undefined"
"A03E","Spasmolytika und Anticholinergika in Kombination mit anderen Mitteln","undefined"
"A03EA","Spasmolytika, Psycholeptika und Analgetika in Kombination","undefined"
"A03EA01","Ciclonium, Kombinationen","undefined"
"A03EA02","Butylscopolamin, Kombinationen","undefined"
"A03EA03","Tropinbenzilat, Kombinationen","undefined"
"A03EA04","Trospiumchlorid, Kombinationen","undefined"
"A03EA05","Drofenin, Kombinationen","undefined"
"A03EA06","Ethaverin, Kombinationen","undefined"
"A03EA40","Fencarbamid, Kombinationen","undefined"
"A03ED","Spasmolytika in Kombination mit anderen Mitteln","undefined"
"A03ED01","Benzylmandelat in Kombination mit anderen Mitteln","undefined"
"A03ED02","Ethaverin in Kombination mit anderen Mitteln","undefined"
"A03ED04","Butinolin in Kombination mit anderen Mitteln","undefined"
"A03F","Prokinetika","undefined"
"A03FA","Prokinetika","undefined"
"A03FA01","Metoclopramid","30 mg O,P,R; 10 mg R Kinder DDD"
"A03FA02","Cisaprid","30 mg O,R"
"A03FA03","Domperidon","30 mg O,P; 0,12 g R"
"A03FA04","Bromoprid","20 mg O,P"
"A03FA05","Alizaprid","0,15 g O,P"
"A03FA06","Cleboprid","undefined"
"A03FA08","Dexpanthenol","undefined"
"A03FA51","Metoclopramid, Kombinationen","undefined"
"A03FA54","Bromoprid, Kombinationen","undefined"
"A03FP","Pflanzliche Prokinetika","undefined"
"A03FP30","Kombinationen","undefined"
"A03H","Andere homöopathische und anthroposophische Zubereitungen","undefined"
"A03HH","Homöopathische und anthroposophische Spasmolytika","undefined"
"A03HH10","Verschiedene","undefined"
"A03HH20","Kombinationen","undefined"
"A03P","Andere pflanzliche Zubereitungen","undefined"
"A03PP","Pflanzliche Spasmolytika","undefined"
"A03PP01","Mohnkapsel","undefined"
"A03PP02","Schöllkraut","3,5 g O Droge; 21 mg O Gesamtalkaloide, berechnet als Chelidonin"
"A03PP03","Boldoblätter","undefined"
"A04","Antiemetika und Mittel gegen Übelkeit","undefined"
"A04A","Antiemetika und Mittel gegen Übelkeit","undefined"
"A04AA","Serotonin-5HT3-Antagonisten","undefined"
"A04AA01","Ondansetron","16 mg O,P,R"
"A04AA02","Granisetron","2 mg O; 3 mg P; 3,1 mg TD Pflaster bezogen auf die Freisetzungsrate pro 24 Stunden"
"A04AA03","Tropisetron","5 mg O,P"
"A04AA04","Dolasetron","0,2 g O; 0,1 g P"
"A04AA05","Palonosetron","0,25 mg P; 0,5 mg O"
"A04AB","Antihistaminika","undefined"
"A04AB02","Dimenhydrinat","0,275 g O; 0,2 g R"
"A04AB03","Thiethylperazin","undefined"
"A04AB04","Meclozin","37,5 mg O; 50 mg R"
"A04AB05","Diphenhydramin","undefined"
"A04AB52","Dimenhydrinat, Kombinationen","undefined"
"A04AB54","Meclozin, Kombinationen","37,5 mg O bezogen auf Meclozin; 50 mg R bezogen auf Meclozin"
"A04AB55","Diphenhydramin, Kombinationen","undefined"
"A04AB56","Doxylamin, Kombinationen","undefined"
"A04AB57","Chlorphenoxamin, Kombinationen","undefined"
"A04AB58","Promethazin, Kombinationen","undefined"
"A04AD","Andere Antiemetika","undefined"
"A04AD01","Scopolamin","undefined"
"A04AD02","Ceriumoxalat","undefined"
"A04AD04","Chlorbutanol","undefined"
"A04AD05","Metopimazin","15 mg O,P"
"A04AD06","Triflupromazin","undefined"
"A04AD08","Chlorphenethazin","undefined"
"A04AD10","Dronabinol","undefined"
"A04AD11","Nabilon","undefined"
"A04AD12","Aprepitant, Fosaprepitant","95 mg O; 95 mg P bezogen auf Fosaprepitant (115 mg); 1 DE P bezogen auf Fosaprepitant (150 mg)"
"A04AD13","Casopitant","undefined"
"A04AD50","Andere Antiemetika, Kombinationen","undefined"
"A04AD51","Scopolamin, Kombinationen","undefined"
"A04AD54","Chlorbutanol, Kombinationen","undefined"
"A04AH","Homöopathische und anthroposophische Antiemetika","undefined"
"A04AH10","Verschiedene homöopathische und anthroposophische Antiemetika","undefined"
"A04AH20","Kombinationen","undefined"
"A04AP","Pflanzliche Antiemetika","undefined"
"A04AP01","Ingwerwurzelstock","undefined"
"A05","Gallen- und Lebertherapie","undefined"
"A05A","Gallentherapie","undefined"
"A05AA","Gallensäure-haltige Zubereitungen","undefined"
"A05AA01","Chenodeoxycholsäure","undefined"
"A05AA02","Ursodeoxycholsäure","0,75 g O"
"A05AA03","Cholsäure","0,25 g O Kinder DDD"
"A05AA04","Dehydrocholsäure","undefined"
"A05AA05","Gesamtgallensäuren (Fel tauri)","undefined"
"A05AA20","Kombinationen","undefined"
"A05AA54","Dehydrocholsäure, Kombinationen","undefined"
"A05AA55","Gesamtgallensäuren, Kombinationen","undefined"
"A05AB","Zubereitungen zur Gallentherapie","undefined"
"A05AB01","N-(Hydroxymethyl)nicotinamid","undefined"
"A05AB20","Kombinationen","undefined"
"A05AC","Gallentherapeutika in Kombination","undefined"
"A05AC01","Gallentherapeutika in Kombination mit Spasmolytika","undefined"
"A05AH","Homöopathische und anthroposophische Mittel zur Gallentherapie","undefined"
"A05AH20","Kombinationen","undefined"
"A05AP","Pflanzliche Mittel zur Gallentherapie","undefined"
"A05AP01","Schwarzrettichwurzel","undefined"
"A05AP03","Artischockenblätter","6 g O Droge; 30 g O Frischpflanze"
"A05AP04","Erdrauchkraut","undefined"
"A05AP05","Pfefferminzöl","undefined"
"A05AP06","Löwenzahnwurzel mit -kraut","undefined"
"A05AP07","Curcumawurzelstock","2 g O Javanische Gelbwurz; 2,25 g O Curcumawurzelstock"
"A05AP08","Glockenbilsenkrautwurzelstock","undefined"
"A05AP09","Gundelrebenkraut","undefined"
"A05AP10","Verschiedene","undefined"
"A05AP30","Kombinationen","undefined"
"A05AX","Andere Mittel zur Gallentherapie","undefined"
"A05AX01","Piprozolin","undefined"
"A05AX02","Hymecromon","1 g O"
"A05AX03","Cyclobutyrol","undefined"
"A05AX07","Fenipentol","undefined"
"A05AX08","Glyceroltrinitrat","undefined"
"A05AX09","Febuprol","undefined"
"A05AX50","Andere Mittel zur Gallentherapie, Kombinationen","undefined"
"A05B","Lebertherapie, Lipotrope Substanzen","undefined"
"A05BA","Lebertherapie","undefined"
"A05BA01","Argininglutamat","undefined"
"A05BA04","Citiolon","undefined"
"A05BA05","Epomediol","undefined"
"A05BA06","Ornithinoxoglurat","undefined"
"A05BA07","Tidiacicarginin","undefined"
"A05BA08","Glycyrrhizinsäure","undefined"
"A05BA09","Methionin und N-Acetylmethionin","undefined"
"A05BA10","Cholin","undefined"
"A05BA12","Myo-Inositol","undefined"
"A05BA17","Ornithinaspartat","undefined"
"A05BA18","Cianidanol","undefined"
"A05BA50","Andere Lebertherapeutika, Kombinationen","undefined"
"A05BA60","Cholin, Kombinationen","undefined"
"A05BA61","Betain, Kombinationen","undefined"
"A05BA63","Cyanocobalamin, Kombinationen","undefined"
"A05BA66","Leucin, Kombinationen","undefined"
"A05BA67","Ornithinaspartat, Kombinationen","undefined"
"A05BA71","Laevulose, Kombinationen","undefined"
"A05BH","Homöopathische und anthroposophische Mittel zur Lebertherapie","undefined"
"A05BH01","Mariendistelfrüchte","undefined"
"A05BH10","Verschiedene","undefined"
"A05BH20","Kombinationen","undefined"
"A05BP","Pflanzliche Mittel zur Lebertherapie","undefined"
"A05BP01","Mariendistelfrüchte**","13,5 g O Droge; 0,3 g O bezogen auf Silymarin"
"A05BP02","Phospholipide","undefined"
"A05BP51","Mariendistelfrüchte, Kombinationen","undefined"
"A05C","Mittel zur Gallentherapie und Lipotrope Substanzen in Kombination","undefined"
"A06","Mittel gegen Obstipation","undefined"
"A06A","Mittel gegen Obstipation","undefined"
"A06AA","Gleitmittel, Emollientia","undefined"
"A06AA01","Dickflüssiges Paraffin","15 g O"
"A06AA02","Docusat-Natrium","0,15 g O"
"A06AA03","Dünnflüssiges Paraffin","undefined"
"A06AA51","Dickflüssiges Paraffin, Kombinationen","undefined"
"A06AB","Kontaktlaxanzien","undefined"
"A06AB01","Oxyphenisatin","10 mg O"
"A06AB02","Bisacodyl","10 mg O,R"
"A06AB03","Dantron","50 mg O"
"A06AB04","Phenolphthalein","0,2 g O"
"A06AB05","Rizinusöl","20 g O"
"A06AB06","Sennoside","undefined"
"A06AB07","Cascara","undefined"
"A06AB08","Natriumpicosulfat","5 mg O"
"A06AB09","Bisoxatin","0,12 g O"
"A06AB10","Koloquinthen","0,3 g O Droge"
"A06AB13","Aloe","undefined"
"A06AB20","Kontaktlaxanzien in Kombination","undefined"
"A06AB30","Kontaktlaxanzien in Kombination mit Belladonna-Alkaloiden","undefined"
"A06AB52","Bisacodyl, Kombinationen","undefined"
"A06AB53","Dantron, Kombinationen","undefined"
"A06AB56","Sennoside, Kombinationen","undefined"
"A06AB57","Cascara, Kombinationen","undefined"
"A06AB58","Natriumpicosulfat, Kombinationen","undefined"
"A06AB59","Bisoxatin, Kombinationen","undefined"
"A06AB60","Koloquinthen, Kombinationen","undefined"
"A06AB63","Aloe, Kombinationen","undefined"
"A06AC","Quellmittel","undefined"
"A06AC01","Ispaghula (Flohsamen)","7 g O"
"A06AC02","Ethulose","3 g O"
"A06AC03","Sterculia","8 g O"
"A06AC05","Leinsamen","undefined"
"A06AC06","Methylcellulose","2 g O"
"A06AC07","Triticum (Weizenkleie)","10 g O"
"A06AC08","Polycarbophil-Calcium","2,5 g O"
"A06AC51","Ispaghula, Kombinationen","undefined"
"A06AC53","Sterculia, Kombinationen","undefined"
"A06AC55","Leinsamen, Kombinationen","undefined"
"A06AC59","Bassorin, Kombinationen","undefined"
"A06AD","Osmotisch wirkende Laxanzien","undefined"
"A06AD01","Magnesiumcarbonat","7 g O"
"A06AD02","Magnesiumoxid","7 g O"
"A06AD03","Magnesiumperoxid","undefined"
"A06AD04","Magnesiumsulfat","7 g O"
"A06AD10","Mineralsalze in Kombination","undefined"
"A06AD11","Lactulose","12,5 g O"
"A06AD12","Lactitol","10 g O"
"A06AD13","Natriumsulfat","undefined"
